episode batch,avg_scores,epsilon,alpha
0,-158.6980615224311,0.860513950810667,0.0001
50,-114.8914213896278,0.7404842595397826,0.0001
100,-88.64105944406332,0.6371970356896897,0.0001
150,-70.6906512688389,0.5483169386261801,0.0001
200,-48.595650595359345,0.4718343751536244,0.0001
250,-66.62840265183844,0.4060200622917276,0.0001
300,-30.24633299958538,0.3493859279110474,0.0001
350,-40.549882351219146,0.30065146518438607,0.0001
400,37.90889611512344,0.25871478012283144,0.0001
450,108.43938651096443,0.2226276775766107,0.0001
500,142.41326057380792,0.19157422239125255,0.0001
550,181.72744749740707,0.164852290983378,0.0001
600,196.71688597451094,0.14185769621429614,0.0001
650,226.69967998957785,0.12207052662226334,0.0001
700,240.79271619969276,0.10504339114126252,0.0001
750,252.22939117699258,0.09039130351751799,0.0001
800,251.58296323371687,0.07778297770878553,0.0001
850,260.20467424012315,0.06693333745400507,0.0001
900,273.3918772959592,0.05759707065348948,0.0001
950,268.5180795679227,0.04956308282315532,0.0001
1000,255.19478399579938,0.04264972421450965,0.0001
1050,268.45460994158475,0.036700682684813045,0.0001
1100,260.09511623047257,0.03158144945455711,0.0001
1150,268.7083701026614,0.027176277842468313,0.0001
1200,257.3538158069341,0.023385566214550776,0.0001
1250,266.9827080588052,0.02012360597522753,0.0001
1300,267.58853511670253,0.017316643682300167,0.0001
1350,262.35702883179243,0.014901213469836682,0.0001
1400,263.7377803771029,0.012822702074802288,0.0001
1450,260.134397556745,0.01103411402245625,0.0001
1500,266.11041997590365,0.00999258133189499,0.0001
1550,273.27901833600276,0.00999258133189499,0.0001
1600,276.676738861247,0.00999258133189499,0.0001
1650,278.69076061300683,0.00999258133189499,0.0001
1700,264.23212465241306,0.00999258133189499,0.0001
1750,260.8626662116459,0.00999258133189499,0.0001
1800,252.60345097392096,0.00999258133189499,0.0001
1850,263.2641298204305,0.00999258133189499,0.0001
1900,259.724192760138,0.00999258133189499,0.0001
1950,256.5448543446507,0.00999258133189499,0.0001
2000,272.9895120975219,0.00999258133189499,0.0001
2050,249.41493275872813,0.00999258133189499,0.0001
2100,262.5046339569481,0.00999258133189499,0.0001
2150,270.29275138287,0.00999258133189499,0.0001
2200,270.7322463320738,0.00999258133189499,0.0001
2250,266.06202031957844,0.00999258133189499,0.0001
2300,275.91186388113783,0.00999258133189499,0.0001
2350,274.5980098006195,0.00999258133189499,0.0001
2400,280.3800093706153,0.00999258133189499,0.0001
2450,260.98879688037795,0.00999258133189499,0.0001
2500,275.8088874221956,0.00999258133189499,0.0001
2550,274.7342495690731,0.00999258133189499,0.0001
2600,276.3083685598377,0.00999258133189499,0.0001
2650,271.4517673015812,0.00999258133189499,0.0001
2700,272.71024650090493,0.00999258133189499,0.0001
2750,279.66486292890517,0.00999258133189499,0.0001
2800,277.80026040193053,0.00999258133189499,0.0001
2850,268.62651128946675,0.00999258133189499,0.0001
2900,261.8174095379547,0.00999258133189499,0.0001
2950,278.0542218933779,0.00999258133189499,0.0001
3000,272.0043726146976,0.00999258133189499,0.0001
3050,268.7752495558688,0.00999258133189499,0.0001
3100,273.14521154431634,0.00999258133189499,0.0001
3150,275.840429185628,0.00999258133189499,0.0001
3200,266.7951900337396,0.00999258133189499,0.0001
3250,283.3273110629272,0.00999258133189499,0.0001
3300,278.6846732479512,0.00999258133189499,0.0001
3350,265.5055375866902,0.00999258133189499,0.0001
3400,277.7145802332718,0.00999258133189499,0.0001
3450,263.1923656815167,0.00999258133189499,0.0001
3500,277.95130723212367,0.00999258133189499,0.0001
3550,262.48671352785846,0.00999258133189499,0.0001
3600,278.1319182300971,0.00999258133189499,0.0001
3650,261.56004727160945,0.00999258133189499,0.0001
3700,273.5822949208925,0.00999258133189499,0.0001
3750,273.77393998137705,0.00999258133189499,0.0001
3800,283.44754711133305,0.00999258133189499,0.0001
3850,268.8009329472948,0.00999258133189499,0.0001
3900,273.79341457755874,0.00999258133189499,0.0001
3950,269.41160786055093,0.00999258133189499,0.0001
4000,249.4804825703641,0.00999258133189499,0.0001
4050,277.86463221261596,0.00999258133189499,0.0001
4100,254.88902278094145,0.00999258133189499,0.0001
4150,275.37032320322675,0.00999258133189499,0.0001
4200,260.6385776633501,0.00999258133189499,0.0001
4250,262.78703224874226,0.00999258133189499,0.0001
4300,272.89026025949914,0.00999258133189499,0.0001
4350,276.01506157434125,0.00999258133189499,0.0001
4400,275.9524104079894,0.00999258133189499,0.0001
4450,268.86809868329505,0.00999258133189499,0.0001
4500,265.0449958690469,0.00999258133189499,0.0001
4550,216.29343074258227,0.00999258133189499,0.0001
4600,252.28018739197236,0.00999258133189499,0.0001
4650,240.87227752895575,0.00999258133189499,0.0001
4700,279.9988019174599,0.00999258133189499,0.0001
4750,276.0786057391531,0.00999258133189499,0.0001
4800,262.2141960786948,0.00999258133189499,0.0001
4850,279.3493120190709,0.00999258133189499,0.0001
4900,223.5815052700877,0.00999258133189499,0.0001
4950,276.53888031852205,0.00999258133189499,0.0001
5000,276.1931845784753,0.00999258133189499,0.0001
5050,251.8298586836104,0.00999258133189499,0.0001
5100,266.64173657763075,0.00999258133189499,0.0001
5150,279.4404042692445,0.00999258133189499,0.0001
5200,267.25538409090564,0.00999258133189499,0.0001
5250,277.1100862647274,0.00999258133189499,0.0001
5300,279.56920671697014,0.00999258133189499,0.0001
5350,277.2497397245894,0.00999258133189499,0.0001
5400,272.502863094828,0.00999258133189499,0.0001
5450,278.0360936562077,0.00999258133189499,0.0001
5500,269.7227282159205,0.00999258133189499,0.0001
5550,262.3919372703126,0.00999258133189499,0.0001
5600,268.08535986458133,0.00999258133189499,0.0001
5650,268.87589969068324,0.00999258133189499,0.0001
5700,278.91491232453876,0.00999258133189499,0.0001
5750,268.0045233572269,0.00999258133189499,0.0001
5800,284.40589238389913,0.00999258133189499,0.0001
5850,279.9110854289374,0.00999258133189499,0.0001
5900,273.7688507625311,0.00999258133189499,0.0001
5950,278.89891966228794,0.00999258133189499,0.0001
6000,277.1558317026869,0.00999258133189499,0.0001
6050,275.9421419331957,0.00999258133189499,0.0001
6100,276.0417810789285,0.00999258133189499,0.0001
6150,275.685062507035,0.00999258133189499,0.0001
6200,276.5169466969739,0.00999258133189499,0.0001
6250,277.0504471961683,0.00999258133189499,0.0001
6300,283.4045647151741,0.00999258133189499,0.0001
6350,271.8819875957014,0.00999258133189499,0.0001
6400,271.3873851393148,0.00999258133189499,0.0001
6450,271.22661437595997,0.00999258133189499,0.0001
6500,275.6024229311063,0.00999258133189499,0.0001
6550,278.43383764637724,0.00999258133189499,0.0001
6600,272.6855152766813,0.00999258133189499,0.0001
6650,278.226442214583,0.00999258133189499,0.0001
6700,279.0944224972472,0.00999258133189499,0.0001
6750,277.9010858195467,0.00999258133189499,0.0001
6800,272.9511741618238,0.00999258133189499,0.0001
6850,277.0924084539747,0.00999258133189499,0.0001
6900,276.1260657316768,0.00999258133189499,0.0001
6950,275.52710176645934,0.00999258133189499,0.0001
7000,278.50253143903427,0.00999258133189499,0.0001
7050,260.4614604269074,0.00999258133189499,0.0001
7100,271.0123073815449,0.00999258133189499,0.0001
7150,280.36964279995397,0.00999258133189499,0.0001
7200,277.9786615394819,0.00999258133189499,0.0001
7250,273.046738723894,0.00999258133189499,0.0001
7300,256.2064115163786,0.00999258133189499,0.0001
7350,268.20438764422533,0.00999258133189499,0.0001
7400,270.06350652197267,0.00999258133189499,0.0001
7450,274.45761493017574,0.00999258133189499,0.0001
7500,285.19232597514815,0.00999258133189499,0.0001
7550,275.655750053923,0.00999258133189499,0.0001
7600,276.49746683663085,0.00999258133189499,0.0001
7650,271.80528577286253,0.00999258133189499,0.0001
7700,282.9411329631566,0.00999258133189499,0.0001
7750,258.10746661469886,0.00999258133189499,0.0001
7800,263.696426249632,0.00999258133189499,0.0001
7850,278.79584583244844,0.00999258133189499,0.0001
7900,277.18470213548767,0.00999258133189499,0.0001
7950,276.9164906532832,0.00999258133189499,0.0001
