episode batch,avg_scores,epsilon,alpha
8000,266.12124334640714,0.00999258133189499,0.0001
8050,276.8973844762459,0.00999258133189499,0.0001
8100,267.2383033405822,0.00999258133189499,0.0001
8150,271.3999480998752,0.00999258133189499,0.0001
8200,278.7500701869468,0.00999258133189499,0.0001
8250,280.5222822685489,0.00999258133189499,0.0001
8300,270.7462240844537,0.00999258133189499,0.0001
8350,280.1507294587433,0.00999258133189499,0.0001
8400,279.96090379270345,0.00999258133189499,0.0001
8450,278.35593521431895,0.00999258133189499,0.0001
8500,273.37737197498814,0.00999258133189499,0.0001
8550,275.50849635318747,0.00999258133189499,0.0001
8600,274.51092530648197,0.00999258133189499,0.0001
8650,280.47585815892916,0.00999258133189499,0.0001
8700,274.973919372578,0.00999258133189499,0.0001
8750,278.230925735583,0.00999258133189499,0.0001
8800,274.7660358535345,0.00999258133189499,0.0001
8850,275.2756195480595,0.00999258133189499,0.0001
8900,282.53242337492406,0.00999258133189499,0.0001
8950,283.5864876919549,0.00999258133189499,0.0001
9000,282.9576233626913,0.00999258133189499,0.0001
9050,270.4184671028254,0.00999258133189499,0.0001
9100,273.15943476940777,0.00999258133189499,0.0001
9150,276.494047537804,0.00999258133189499,0.0001
9200,275.87145268831677,0.00999258133189499,0.0001
9250,266.3620614623355,0.00999258133189499,0.0001
9300,277.7565969815059,0.00999258133189499,0.0001
9350,274.55410246130094,0.00999258133189499,0.0001
9400,273.6699217929816,0.00999258133189499,0.0001
9450,282.88106058651533,0.00999258133189499,0.0001
9500,272.9807031112411,0.00999258133189499,0.0001
9550,280.14994485254414,0.00999258133189499,0.0001
9600,272.81249526543104,0.00999258133189499,0.0001
9650,266.0436507238001,0.00999258133189499,0.0001
9700,277.4566178856771,0.00999258133189499,0.0001
9750,280.41703070333125,0.00999258133189499,0.0001
9800,273.6259190600814,0.00999258133189499,0.0001
9850,276.88946114904405,0.00999258133189499,0.0001
9900,237.88752161240208,0.00999258133189499,0.0001
9950,282.0862459452736,0.00999258133189499,0.0001
10000,273.7319463541987,0.00999258133189499,0.0001
10050,280.4161063785499,0.00999258133189499,0.0001
10100,281.5186466511053,0.00999258133189499,0.0001
10150,275.6136177430941,0.00999258133189499,0.0001
10200,279.6051181960276,0.00999258133189499,0.0001
10250,280.4907082181373,0.00999258133189499,0.0001
10300,281.73848039660794,0.00999258133189499,0.0001
10350,280.3566662090412,0.00999258133189499,0.0001
10400,262.7178187512461,0.00999258133189499,0.0001
10450,282.1561787013381,0.00999258133189499,0.0001
10500,283.0833445384464,0.00999258133189499,0.0001
10550,275.9470088603246,0.00999258133189499,0.0001
10600,285.953778684227,0.00999258133189499,0.0001
10650,279.599707369112,0.00999258133189499,0.0001
10700,280.025987241711,0.00999258133189499,0.0001
10750,277.90706255861517,0.00999258133189499,0.0001
10800,247.90913685810446,0.00999258133189499,0.0001
10850,274.3862866234665,0.00999258133189499,0.0001
10900,281.0954225548874,0.00999258133189499,0.0001
10950,268.22067726341425,0.00999258133189499,0.0001
11000,273.00903615115874,0.00999258133189499,0.0001
11050,260.34036334628445,0.00999258133189499,0.0001
11100,277.8451114015343,0.00999258133189499,0.0001
11150,270.4850638291772,0.00999258133189499,0.0001
11200,269.4689565125218,0.00999258133189499,0.0001
11250,282.5446049146993,0.00999258133189499,0.0001
11300,241.9291176330383,0.00999258133189499,0.0001
11350,258.58125943007354,0.00999258133189499,0.0001
11400,279.8490419821665,0.00999258133189499,0.0001
11450,279.2886516991392,0.00999258133189499,0.0001
11500,270.70286503041916,0.00999258133189499,0.0001
11550,248.92881483571583,0.00999258133189499,0.0001
11600,271.93301192758145,0.00999258133189499,0.0001
11650,239.60673009277244,0.00999258133189499,0.0001
11700,258.23816570191565,0.00999258133189499,0.0001
11750,235.61834658706846,0.00999258133189499,0.0001
11800,260.8966743094463,0.00999258133189499,0.0001
11850,260.8647697211891,0.00999258133189499,0.0001
11900,268.66538583025607,0.00999258133189499,0.0001
11950,257.5128618417777,0.00999258133189499,0.0001
12000,231.69178408751216,0.00999258133189499,0.0001
